KEY;U_Temporalidad;U_Segmento;U_Estilo;U_Descripcion;Grid;Size;UPC/EAN;Region;From Month;Delivery From;PLC;U_Genero;Line;U_Coleccion_NE;Onfield;Silhouette Group;U_Silueta;Family;Sport;U_Liga;U_Team;U_Descrip_Color;Production Season;Composition;Segmentation;Plant;Descr Español;Color Español;Mkt Initiative Range;Key Look ID;Price;Cost;Bill To;Customer Name;Commercial Name;Channel;Commercial Discount;Sales Manager (G1-G10);SALES EXECUTIVE;Execution Month;Total Units; $$ ;PO;Delivery Date;Launch Month;Reference;Comments;Period;ICD;Vendor;PAÍS DE ORIGEN;LIST PRICE;SHIP TO;SD;COMPRA;;
1439162873810049574;SS25;HEADWEAR;14391628;5950 MLB VISOR LOGO NEYYAN NVY INTL;700-800;738;198358405025;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 48 ; 645.12 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439162875810049574;SS25;HEADWEAR;14391628;5950 MLB VISOR LOGO NEYYAN NVY INTL;700-800;758;198358405032;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 24 ; 322.56 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439162970010049574;SS25;HEADWEAR;14391629;5950 MLB VISOR LOGO NEYMET BLK INTL;700-800;700;198358405063;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK METS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 24 ; 322.56 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439162971210049574;SS25;HEADWEAR;14391629;5950 MLB VISOR LOGO NEYMET BLK INTL;700-800;712;198358405070;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK METS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 12 ; 161.28 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439162971410049574;SS25;HEADWEAR;14391629;5950 MLB VISOR LOGO NEYMET BLK INTL;700-800;714;198358405087;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK METS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 36 ; 483.84 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439162971810049574;SS25;HEADWEAR;14391629;5950 MLB VISOR LOGO NEYMET BLK INTL;700-800;718;198358405094;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK METS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 36 ; 483.84 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439162973810049574;SS25;HEADWEAR;14391629;5950 MLB VISOR LOGO NEYMET BLK INTL;700-800;738;198358405117;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK METS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 24 ; 322.56 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439162975810049574;SS25;HEADWEAR;14391629;5950 MLB VISOR LOGO NEYMET BLK INTL;700-800;758;198358405124;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK METS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 12 ; 161.28 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439163070010049574;SS25;HEADWEAR;14391630;5950 MLB VISOR LOGO LOSDOD DROY INTL;700-800;700;198358405155;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 34 ; 456.96 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439163071210049574;SS25;HEADWEAR;14391630;5950 MLB VISOR LOGO LOSDOD DROY INTL;700-800;712;198358405162;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 17 ; 228.48 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439163071410049574;SS25;HEADWEAR;14391630;5950 MLB VISOR LOGO LOSDOD DROY INTL;700-800;714;198358405179;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 51 ; 685.44 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439163071810049574;SS25;HEADWEAR;14391630;5950 MLB VISOR LOGO LOSDOD DROY INTL;700-800;718;198358405186;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 51 ; 685.44 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439163073810049574;SS25;HEADWEAR;14391630;5950 MLB VISOR LOGO LOSDOD DROY INTL;700-800;738;198358405209;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 34 ; 456.96 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439163075810049574;SS25;HEADWEAR;14391630;5950 MLB VISOR LOGO LOSDOD DROY INTL;700-800;758;198358405216;JAPAN;NOVEMBER;11/1/2024; 1 M;UNISEX;SEASONAL COLLECTION;VISOR LOGO;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YJ;;NEC EXCLUSIVES;9008;;;;;$41.99;$13.44;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;JANUARY; 17 ; 228.48 ;4500440269;;;;;; 10/25/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$21.00;2107499;10049574;JAPAN FW24;;
1439163470010049575;SS25;HEADWEAR;14391634;5950 MLB MANY PATCH NEYYAN NVY INTL;700-800;700;198358405513;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 48 ; 844.80 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163471210049575;SS25;HEADWEAR;14391634;5950 MLB MANY PATCH NEYYAN NVY INTL;700-800;712;198358405520;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 24 ; 422.40 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163471410049575;SS25;HEADWEAR;14391634;5950 MLB MANY PATCH NEYYAN NVY INTL;700-800;714;198358405537;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 72 ; 1,267.20 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163471810049575;SS25;HEADWEAR;14391634;5950 MLB MANY PATCH NEYYAN NVY INTL;700-800;718;198358405544;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 72 ; 1,267.20 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163473810049575;SS25;HEADWEAR;14391634;5950 MLB MANY PATCH NEYYAN NVY INTL;700-800;738;198358405568;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 48 ; 844.80 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163475810049575;SS25;HEADWEAR;14391634;5950 MLB MANY PATCH NEYYAN NVY INTL;700-800;758;198358405575;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 24 ; 422.40 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163670010049575;SS25;HEADWEAR;14391636;5950 MLB MANY PATCH LOSDOD DROY INTL;700-800;700;198358405698;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 48 ; 844.80 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163671210049575;SS25;HEADWEAR;14391636;5950 MLB MANY PATCH LOSDOD DROY INTL;700-800;712;198358405704;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 24 ; 422.40 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163671410049575;SS25;HEADWEAR;14391636;5950 MLB MANY PATCH LOSDOD DROY INTL;700-800;714;198358405711;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 72 ; 1,267.20 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163671810049575;SS25;HEADWEAR;14391636;5950 MLB MANY PATCH LOSDOD DROY INTL;700-800;718;198358405728;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 72 ; 1,267.20 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163673810049575;SS25;HEADWEAR;14391636;5950 MLB MANY PATCH LOSDOD DROY INTL;700-800;738;198358405742;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 48 ; 844.80 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163675810049575;SS25;HEADWEAR;14391636;5950 MLB MANY PATCH LOSDOD DROY INTL;700-800;758;198358405759;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 24 ; 422.40 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
1439163770010049575;SS25;HEADWEAR;14391637;5950 MLB MANY PATCH CHIWHI BLK INTL;700-800;700;198358405780;JAPAN;JANUARY;1/1/2025; 1 M;UNISEX;SEASONAL COLLECTION;MANY PATCH;NO;5950;5950;;BASEBALL;MLB PROPERTIES;CHICAGO WHITE SOX;BLACK;3YM;;NEC EXCLUSIVES;9008;;;;;$54.99;$17.60;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES;68%;DANIEL SALDIVAR;DAVID OSTOS;MARCH; 34 ; 598.40 ;4500440270;;;;;; 11/15/2024;MAX SUCCEED ENTERPRISES LTD;VIETNAM;$27.50;2107499;10049575;JAPAN FW24;;
