ItemName;ItemCode;Empresa;createdate;updatedate;u_categoria;u_estilo;u_genero;u_familia;u_descrip_color;u_sellitem;BarCode
2320512453/CHAL/OS/Naranja;101000057504015;SBO_RD_DISREGRD;04/01/2024 0:00;23/07/2024 0:00;FOULARDS/BUFANDAS;2320512453;WOMENS;APPAREL;NARANJA;1;8.44557E+12
2320512451/CHAL/OS/Verde hierba;101000057764015;SBO_RD_DISREGRD;04/01/2024 0:00;23/07/2024 0:00;FOULARDS/BUFANDAS;2320512451;WOMENS;APPAREL;VERDE HIERBA;1;8.44557E+12
2320612462/CHAL/OS/Verde;101000058774015;SBO_RD_DISREGRD;04/01/2024 0:00;23/02/2024 0:00;FOULARDS/BUFANDAS;2320612462;WOMENS;APPAREL;VERDE;1;8.44557E+12
2320712512/CHAL/OS/Burdeos;101000059374015;SBO_RD_DISREGRD;04/01/2024 0:00;20/06/2024 0:00;FOULARDS/BUFANDAS;2320712512;WOMENS;APPAREL;BURDEOS;1;8.44557E+12
2320712511/CHAL/OS/Verde;101000059774015;SBO_RD_DISREGRD;04/01/2024 0:00;23/02/2024 0:00;FOULARDS/BUFANDAS;2320712511;WOMENS;APPAREL;VERDE;1;8.44557E+12
2321015151/CHAL/OS/Azul marino;101000060914015;SBO_RD_DISREGRD;04/01/2024 0:00;23/07/2024 0:00;FOULARDS/BUFANDAS;2321015151;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2321116481/CHAL/OS/Azul indigo-blanco;101000061924015;SBO_RD_DISREGRD;04/01/2024 0:00;23/07/2024 0:00;FOULARDS/BUFANDAS;2321116481;WOMENS;APPAREL;AZUL INDIGO-BLANCO;1;8.44557E+12
2360213091/CHAQUETA/S/Negro;101000062662915;SBO_RD_DISREGRD;04/01/2024 0:00;20/06/2024 0:00;CHAQUETAS;2360213091;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2360213091/CHAQUETA/M/Negro;101000062663015;SBO_RD_DISREGRD;04/01/2024 0:00;20/06/2024 0:00;CHAQUETAS;2360213091;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2360213091/CHAQUETA/L/Negro;101000062663115;SBO_RD_DISREGRD;04/01/2024 0:00;19/01/2024 0:00;CHAQUETAS;2360213091;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2360314132/CHAQUETA/L/Negro;101000063663115;SBO_RD_DISREGRD;04/01/2024 0:00;07/01/2025 0:00;CHAQUETAS;2360314132;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2360314131/CHAQUETA/L/Verde;101000063773115;SBO_RD_DISREGRD;04/01/2024 0:00;21/11/2024 0:00;CHAQUETAS;2360314131;WOMENS;APPAREL;VERDE;1;8.44557E+12
2360514332/CHAQUETA/XS/Azul marino;101000065912815;SBO_RD_DISREGRD;04/01/2024 0:00;23/02/2024 0:00;CHAQUETAS;2360514332;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2680312631/PANTALÓN/34/Amarillo claro;101000315073815;SBO_RD_DISREGRD;06/03/2024 0:00;10/06/2024 0:00;PANTALONES;2680312631;WOMENS;APPAREL;AMARILLO CLARO;1;8.44557E+12
2680413423/PANTALÓN/36/Crudo;101000316240315;SBO_RD_DISREGRD;06/03/2024 0:00;17/07/2024 0:00;PANTALONES;2680413423;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2680413423/PANTALÓN/38/Crudo;101000316240415;SBO_RD_DISREGRD;06/03/2024 0:00;21/11/2024 0:00;PANTALONES;2680413423;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2680413423/PANTALÓN/42/Crudo;101000316240715;SBO_RD_DISREGRD;06/03/2024 0:00;23/07/2024 0:00;PANTALONES;2680413423;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2680413423/PANTALÓN/40/Crudo;101000316243515;SBO_RD_DISREGRD;06/03/2024 0:00;23/07/2024 0:00;PANTALONES;2680413423;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2680413423/PANTALÓN/34/Crudo;101000316243815;SBO_RD_DISREGRD;06/03/2024 0:00;17/07/2024 0:00;PANTALONES;2680413423;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2680512221/PANTALÓN/36/Negro;101000317660315;SBO_RD_DISREGRD;06/03/2024 0:00;16/03/2024 0:00;PANTALONES;2680512221;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2680512221/PANTALÓN/38/Negro;101000317660415;SBO_RD_DISREGRD;06/03/2024 0:00;16/03/2024 0:00;PANTALONES;2680512221;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2680512221/PANTALÓN/42/Negro;101000317660715;SBO_RD_DISREGRD;06/03/2024 0:00;16/03/2024 0:00;PANTALONES;2680512221;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2680512221/PANTALÓN/44/Negro;101000317660915;SBO_RD_DISREGRD;06/03/2024 0:00;16/03/2024 0:00;PANTALONES;2680512221;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2680512221/PANTALÓN/40/Negro;101000317663515;SBO_RD_DISREGRD;06/03/2024 0:00;10/06/2024 0:00;PANTALONES;2680512221;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2680512221/PANTALÓN/34/Negro;101000317663815;SBO_RD_DISREGRD;06/03/2024 0:00;10/06/2024 0:00;PANTALONES;2680512221;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2680612911/PANTALÓN/36/Arena;101000318510315;SBO_RD_DISREGRD;06/03/2024 0:00;31/01/2025 0:00;PANTALONES;2680612911;WOMENS;APPAREL;ARENA;1;8.44557E+12
2680823681/PANTALÓN/36/Verde;101000319770315;SBO_RD_DISREGRD;06/03/2024 0:00;16/03/2024 0:00;PANTALONES;2680823681;WOMENS;APPAREL;VERDE;1;8.44557E+12
2680823681/PANTALÓN/38/Verde;101000319770415;SBO_RD_DISREGRD;06/03/2024 0:00;16/03/2024 0:00;PANTALONES;2680823681;WOMENS;APPAREL;VERDE;1;8.44557E+12
2680823681/PANTALÓN/42/Verde;101000319770715;SBO_RD_DISREGRD;06/03/2024 0:00;10/06/2024 0:00;PANTALONES;2680823681;WOMENS;APPAREL;VERDE;1;8.44557E+12
2680823681/PANTALÓN/40/Verde;101000319773515;SBO_RD_DISREGRD;06/03/2024 0:00;16/03/2024 0:00;PANTALONES;2680823681;WOMENS;APPAREL;VERDE;1;8.44557E+12
2680823681/PANTALÓN/34/Verde;101000319773815;SBO_RD_DISREGRD;06/03/2024 0:00;10/06/2024 0:00;PANTALONES;2680823681;WOMENS;APPAREL;VERDE;1;8.44557E+12
2680917951/PANTALÓN/36/Azul marino;101000320910315;SBO_RD_DISREGRD;06/03/2024 0:00;10/06/2024 0:00;PANTALONES;2680917951;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2680917951/PANTALÓN/40/Azul marino;101000320913515;SBO_RD_DISREGRD;06/03/2024 0:00;16/03/2024 0:00;PANTALONES;2680917951;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2681015911/PANTALÓN/40/Arena blanco;101000321283515;SBO_RD_DISREGRD;06/03/2024 0:00;10/06/2024 0:00;PANTALONES;2681015911;WOMENS;APPAREL;ARENA BLANCO;1;8.44557E+12
2681217791/PANTALÓN/40/Negro;101000322663515;SBO_RD_DISREGRD;06/03/2024 0:00;10/07/2024 0:00;PANTALONES;2681217791;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2681217791/PANTALÓN/34/Negro;101000322663815;SBO_RD_DISREGRD;06/03/2024 0:00;10/07/2024 0:00;PANTALONES;2681217791;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2681317292/PANTALÓN/40/Verde;101000323773515;SBO_RD_DISREGRD;06/03/2024 0:00;31/01/2025 0:00;PANTALONES;2681317292;WOMENS;APPAREL;VERDE;1;8.44557E+12
2170610911/TOP/40/Blanco y negro;101000214113515;SBO_RD_DISREGRD;04/03/2024 0:00;16/03/2024 0:00;CAMISA/BLUSA/TOP;2170610911;WOMENS;APPAREL;BLANCO Y NEGRO;1;8.44557E+12
2170714411/TOP/36/Negro;101000215660315;SBO_RD_DISREGRD;04/03/2024 0:00;10/06/2024 0:00;CAMISA/BLUSA/TOP;2170714411;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2170714411/TOP/38/Negro;101000215660415;SBO_RD_DISREGRD;04/03/2024 0:00;23/07/2024 0:00;CAMISA/BLUSA/TOP;2170714411;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2170714411/TOP/42/Negro;101000215660715;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2170714411;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2170714411/TOP/40/Negro;101000215663515;SBO_RD_DISREGRD;04/03/2024 0:00;05/12/2024 0:00;CAMISA/BLUSA/TOP;2170714411;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2170823211/TOP/36/Piedra;101000216710315;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2170823211;WOMENS;APPAREL;PIEDRA;1;8.44557E+12
2171017931/TOP/36/Azul marino;101000217910315;SBO_RD_DISREGRD;04/03/2024 0:00;23/07/2024 0:00;CAMISA/BLUSA/TOP;2171017931;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2171223741/CHALECO/36/Arena;101000218510315;SBO_RD_DISREGRD;04/03/2024 0:00;16/03/2024 0:00;CHALECO;2171223741;WOMENS;APPAREL;ARENA;1;8.44557E+12
2171223741/CHALECO/38/Arena;101000218510415;SBO_RD_DISREGRD;04/03/2024 0:00;23/07/2024 0:00;CHALECO;2171223741;WOMENS;APPAREL;ARENA;1;8.44557E+12
2171223741/CHALECO/40/Arena;101000218513515;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CHALECO;2171223741;WOMENS;APPAREL;ARENA;1;8.44557E+12
2171317801/TOP/36/Negro;101000219660315;SBO_RD_DISREGRD;04/03/2024 0:00;30/10/2024 0:00;CAMISA/BLUSA/TOP;2171317801;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2171317801/TOP/38/Negro;101000219660415;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2171317801;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2171317801/TOP/42/Negro;101000219660715;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2171317801;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2171317801/TOP/40/Negro;101000219663515;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2171317801;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2171317801/TOP/34/Negro;101000219663815;SBO_RD_DISREGRD;04/03/2024 0:00;10/07/2024 0:00;CAMISA/BLUSA/TOP;2171317801;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2171924951/TOP/36/Verde;101000220770315;SBO_RD_DISREGRD;04/03/2024 0:00;16/03/2024 0:00;CAMISA/BLUSA/TOP;2171924951;WOMENS;APPAREL;VERDE;1;8.44557E+12
2171924951/TOP/38/Verde;101000220770415;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2171924951;WOMENS;APPAREL;VERDE;1;8.44557E+12
2171924951/TOP/40/Verde;101000220773515;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2171924951;WOMENS;APPAREL;VERDE;1;8.44557E+12
2190110721/CAMISA/36/Blanco;101000221110315;SBO_RD_DISREGRD;04/03/2024 0:00;18/07/2024 0:00;CAMISA/BLUSA/TOP;2190110721;WOMENS;APPAREL;BLANCO;1;8.44557E+12
2190110721/CAMISA/38/Blanco;101000221110415;SBO_RD_DISREGRD;04/03/2024 0:00;18/07/2024 0:00;CAMISA/BLUSA/TOP;2190110721;WOMENS;APPAREL;BLANCO;1;8.44557E+12
2190110721/CAMISA/40/Blanco;101000221113515;SBO_RD_DISREGRD;04/03/2024 0:00;18/07/2024 0:00;CAMISA/BLUSA/TOP;2190110721;WOMENS;APPAREL;BLANCO;1;8.44557E+12
2190213782/CAMISA/36/Blanco;101000222110315;SBO_RD_DISREGRD;04/03/2024 0:00;30/10/2024 0:00;CAMISA/BLUSA/TOP;2190213782;WOMENS;APPAREL;BLANCO;1;8.44557E+12
2190213782/CAMISA/38/Blanco;101000222110415;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2190213782;WOMENS;APPAREL;BLANCO;1;8.44557E+12
2190213782/CAMISA/42/Blanco;101000222110715;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2190213782;WOMENS;APPAREL;BLANCO;1;8.44557E+12
2680617481/PANTALÓN/34/Negro;101000129663815;SBO_RD_DISREGRD;05/01/2024 0:00;23/07/2024 0:00;PANTALONES;2680617481;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2680715871/PANTALÓN/44/Mostaza;101000130030915;SBO_RD_DISREGRD;05/01/2024 0:00;19/01/2024 0:00;PANTALONES;2680715871;WOMENS;APPAREL;MOSTAZA;1;8.44557E+12
2680715871/PANTALÓN/40/Mostaza;101000130033515;SBO_RD_DISREGRD;05/01/2024 0:00;30/10/2024 0:00;PANTALONES;2680715871;WOMENS;APPAREL;MOSTAZA;1;8.44557E+12
2680715872/PANTALÓN/36/Burdeos;101000130370315;SBO_RD_DISREGRD;05/01/2024 0:00;30/10/2024 0:00;PANTALONES;2680715872;WOMENS;APPAREL;BURDEOS;1;8.44557E+12
2680715872/PANTALÓN/38/Burdeos;101000130370415;SBO_RD_DISREGRD;05/01/2024 0:00;21/11/2024 0:00;PANTALONES;2680715872;WOMENS;APPAREL;BURDEOS;1;8.44557E+12
2680715872/PANTALÓN/42/Burdeos;101000130370715;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;PANTALONES;2680715872;WOMENS;APPAREL;BURDEOS;1;8.44557E+12
2680715872/PANTALÓN/44/Burdeos;101000130370915;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;PANTALONES;2680715872;WOMENS;APPAREL;BURDEOS;1;8.44557E+12
2680715872/PANTALÓN/40/Burdeos;101000130373515;SBO_RD_DISREGRD;05/01/2024 0:00;31/01/2025 0:00;PANTALONES;2680715872;WOMENS;APPAREL;BURDEOS;1;8.44557E+12
2680914622/PANTALÓN/36/Azul marino;101000131910315;SBO_RD_DISREGRD;05/01/2024 0:00;23/07/2024 0:00;PANTALONES;2680914622;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2680914622/PANTALÓN/38/Azul marino;101000131910415;SBO_RD_DISREGRD;05/01/2024 0:00;23/07/2024 0:00;PANTALONES;2680914622;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2680914622/PANTALÓN/42/Azul marino;101000131910715;SBO_RD_DISREGRD;05/01/2024 0:00;30/10/2024 0:00;PANTALONES;2680914622;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2680914622/PANTALÓN/40/Azul marino;101000131913515;SBO_RD_DISREGRD;05/01/2024 0:00;20/06/2024 0:00;PANTALONES;2680914622;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2680914622/PANTALÓN/34/Azul marino;101000131913815;SBO_RD_DISREGRD;05/01/2024 0:00;20/06/2024 0:00;PANTALONES;2680914622;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2681017361/PANTALÓN/38/Marrón estampado;101000132470415;SBO_RD_DISREGRD;05/01/2024 0:00;20/06/2024 0:00;PANTALONES;2681017361;WOMENS;APPAREL;MARRON ESTAMPADO;1;8.44557E+12
2681017361/PANTALÓN/40/Marrón estampado;101000132473515;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;PANTALONES;2681017361;WOMENS;APPAREL;MARRON ESTAMPADO;1;8.44557E+12
2681115961/PANTALÓN/36/Negro;101000133660315;SBO_RD_DISREGRD;05/01/2024 0:00;19/01/2024 0:00;PANTALONES;2681115961;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2681115961/PANTALÓN/38/Negro;101000133660415;SBO_RD_DISREGRD;05/01/2024 0:00;19/01/2024 0:00;PANTALONES;2681115961;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2682019001/PANTALÓN/36/Negro;101000134660315;SBO_RD_DISREGRD;05/01/2024 0:00;20/06/2024 0:00;PANTALONES;2682019001;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2690121541/PANTALÓN/XS/Negro;101000135662815;SBO_RD_DISREGRD;05/01/2024 0:00;19/01/2024 0:00;PANTALONES;2690121541;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2690121541/PANTALÓN/S/Negro;101000135662915;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;PANTALONES;2690121541;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2690211854/PANTALÓN/M/Marrón tabaco;101000136433015;SBO_RD_DISREGRD;05/01/2024 0:00;21/11/2024 0:00;PANTALONES;2690211854;WOMENS;APPAREL;MARRON TABACO;1;8.44557E+12
2690211854/PANTALÓN/L/Marrón tabaco;101000136433115;SBO_RD_DISREGRD;05/01/2024 0:00;19/01/2024 0:00;PANTALONES;2690211854;WOMENS;APPAREL;MARRON TABACO;1;8.44557E+12
2690411962/PANTALÓN/L/Negro;101000137663115;SBO_RD_DISREGRD;05/01/2024 0:00;19/01/2024 0:00;PANTALONES;2690411962;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2581021391/ANILLO/14/Plateado;101200429783715;SBO_RD_DISREGRD;14/05/2024 0:00;07/01/2025 0:00;BISUTERÍA;2581021391;WOMENS;ACCESSORIES;PLATEADO;1;8.44557E+12
2581124611/ANILLO/16/Dorado;101200430054115;SBO_RD_DISREGRD;14/05/2024 0:00;31/01/2025 0:00;BISUTERÍA;2581124611;WOMENS;ACCESSORIES;DORADO;1;8.44557E+12
2592221381/PENDIENTES/OS/Plateado;101200432784015;SBO_RD_DISREGRD;14/05/2024 0:00;31/01/2025 0:00;BISUTERÍA;2592221381;WOMENS;ACCESSORIES;PLATEADO;1;8.44557E+12
2592824381/PENDIENTES/OS/Verde;101200435774015;SBO_RD_DISREGRD;15/05/2024 0:00;21/11/2024 0:00;BISUTERÍA;2592824381;WOMENS;ACCESSORIES;VERDE;1;8.44557E+12
2662215841/BOLSO/OS/Cuero;101200437414015;SBO_RD_DISREGRD;15/05/2024 0:00;10/06/2024 0:00;BOLSOS;2662215841;WOMENS;ACCESSORIES;CUERO;1;8.44557E+12
2662714821/BOLSO/OS/Negro;101200438664015;SBO_RD_DISREGRD;15/05/2024 0:00;10/06/2024 0:00;BOLSOS;2662714821;WOMENS;ACCESSORIES;NEGRO;1;8.44557E+12
2662821321/BOLSO/OS/Blanco roto;101200439124015;SBO_RD_DISREGRD;15/05/2024 0:00;10/06/2024 0:00;BOLSOS;2662821321;WOMENS;ACCESSORIES;BLANCO ROTO;1;8.44557E+12
2662910461/BOLSO/OS/Cuero oscuro;101200440464015;SBO_RD_DISREGRD;15/05/2024 0:00;10/06/2024 0:00;BOLSOS;2662910461;WOMENS;ACCESSORIES;CUERO OSCURO;1;8.44557E+12
2663021511/BOLSO/OS/Amarillo;101200441104015;SBO_RD_DISREGRD;15/05/2024 0:00;05/12/2024 0:00;BOLSOS;2663021511;WOMENS;ACCESSORIES;AMARILLO;1;8.44557E+12
2663419891/BOLSO/OS/Negro;101200443664015;SBO_RD_DISREGRD;15/05/2024 0:00;31/01/2025 0:00;BOLSOS;2663419891;WOMENS;ACCESSORIES;NEGRO;1;8.44557E+12
M001/CAJONERA TRAS CAJA/OS/NEGRO;111200184614015;SBO_RD_DISREGRD;05/01/2024 0:00;05/01/2024 0:00;CAJONERA TRAS CAJA;M001;MENS;ACCESSORIES;NEGRO;1;null
M001/ESPEJO PROBADOR/OS/NEGRO;111200184654015;SBO_RD_DISREGRD;05/01/2024 0:00;05/01/2024 0:00;ESPEJO PROBADOR;M001;MENS;ACCESSORIES;NEGRO;1;null
M001/ESPEJO PROBADOR/OS/NEGRO;111200184664015;SBO_RD_DISREGRD;05/01/2024 0:00;05/01/2024 0:00;ESPEJO PROBADOR;M001;MENS;ACCESSORIES;NEGRO;1;null
M001/TOTEM DE MADERA /OS/NEGRO;111200184694015;SBO_RD_DISREGRD;05/01/2024 0:00;05/01/2024 0:00;TOTEM DE MADERA;M001;MENS;ACCESSORIES;NEGRO;1;null
